Category,Score,World Rank,University Name
income,42.30,351-400,Indian Institute of Technology Bombay
income,38.80,351-400,Instituto Superior Técnico Lisboa
income,34.20,351-400,University of Jyväskylä
income,43.70,351-400,La Trobe University
income,36.60,351-400,Loughborough University
income,41.80,351-400,University of Manitoba
income,31.10,351-400,University of Missouri
income,32.30,351-400,University of Modena and Reggio Emilia
income,31.00,351-400,University of Montana
income,36.60,351-400,"National University of Ireland, Maynooth"
income,33.60,351-400,University of Nebraska Medical Center
income,37.00,351-400,University of New Mexico
income,51.80,351-400,Norwegian University of Science and Technology
income,30.90,351-400,University of Oulu
income,28.30,351-400,Panthéon-Sorbonne University – Paris 1
income,42.50,351-400,Polytechnic University of Turin
income,37.50,351-400,University of Rome III
income,70.00,351-400,Sabancı University
income,29.30,351-400,San Diego State University
income,85.90,351-400,University of South Australia
income,30.30,351-400,University of South Carolina
income,28.00,351-400,University of South Dakota
income,49.40,351-400,State University of Campinas
income,30.40,351-400,University of Stirling
income,79.40,351-400,Sun Yat-sen University
income,32.70,351-400,Swansea University
income,32.20,351-400,Swinburne University of Technology
income,31.50,351-400,University of Tartu
income,41.60,351-400,Temple University
income,28.60,351-400,University of Texas at San Antonio
income,36.80,351-400,UiT The Arctic University of Norway
income,39.10,351-400,Université Libre de Bruxelles
income,31.50,351-400,Lille 2 University – Health and Law
income,47.10,351-400,University College Cork
income,36.60,351-400,Verona University
income,45.60,351-400,Victoria University of Wellington
income,57.10,351-400,Washington State University
income,41.70,351-400,Wayne State University
income,35.90,401-500,American University
income,34.60,401-500,Aston University
income,40.10,401-500,University of Aveiro
income,45.40,401-500,University of Bari Aldo Moro
income,28.90,401-500,Bar-Ilan University
income,28.80,401-500,Bournemouth University
income,35.80,401-500,University of Brescia
income,33.70,401-500,Brno University of Technology
income,34.70,401-500,Brunel University London
income,32.30,401-500,Ca’ Foscari University of Venice
income,33.60,401-500,University of Cagliari
income,52.10,401-500,University of Canterbury
income,38.70,401-500,Catholic University of the Sacred Heart
income,28.20,401-500,Charles University in Prague
income,60.40,401-500,"China Medical University, Taiwan"
income,28.90,401-500,City University London
income,34.50,401-500,Claude Bernard University Lyon 1
income,34.80,401-500,University of Coimbra
income,30.90,401-500,Complutense University of Madrid
income,30.90,401-500,Concordia University
income,37.80,401-500,Curtin University
income,51.70,401-500,Dublin City University
income,64.70,401-500,East China University of Science and Technology
income,57.60,401-500,Ewha Womans University
income,35.10,401-500,Federico Santa María Technical University
income,35.90,401-500,University of Ferrara
income,32.70,401-500,Florida International University
income,42.30,401-500,University of Genoa
income,28.70,401-500,Georgia State University
income,29.30,401-500,University of Graz
income,45.60,401-500,Heriot-Watt University
income,53.70,401-500,Hokkaido University
income,31.80,401-500,University of Hull
income,32.40,401-500,University of Idaho
income,62.80,401-500,Indian Institute of Technology Delhi
income,31.70,401-500,Indian Institute of Technology Kharagpur
income,88.90,401-500,Indian Institute of Technology Madras
income,32.90,401-500,University of Ioannina
income,61.20,401-500,Iran University of Science and Technology
income,37.40,401-500,Johannes Kepler University of Linz
income,80.20,401-500,University of Kaiserslautern
income,29.30,401-500,Keele University
income,38.20,401-500,University of KwaZulu-Natal
income,89.40,401-500,Kyung Hee University
income,83.20,401-500,Kyushu University
income,38.90,401-500,Lehigh University
income,34.90,401-500,University of Macau
income,28.00,401-500,Makerere University
income,28.00,401-500,Marche Polytechnic University
income,31.70,401-500,"University of Maryland, Baltimore County"
income,36.50,401-500,Murdoch University
income,63.70,401-500,National Autonomous University of Mexico
income,100.00,401-500,National Cheng Kung University
income,40.30,401-500,National Institute of Applied Sciences of Lyon (INSA Lyon)
income,30.20,401-500,National Yang-Ming University
income,41.30,401-500,New University of Lisbon
income,28.50,401-500,University of Nice Sophia Antipolis
income,38.20,401-500,Novosibirsk State University
income,28.40,401-500,The Open University
income,28.40,401-500,Oxford Brookes University
income,28.00,401-500,University of Palermo
income,37.10,401-500,University of Parma
income,31.40,401-500,University of Pisa
income,40.90,401-500,Polytechnic University of Catalonia
income,28.00,401-500,Pontifical Catholic University of Chile
income,38.70,401-500,University of Porto
income,28.90,401-500,University of Portsmouth
income,37.00,401-500,RMIT University
income,34.70,401-500,University of Rome II – Tor Vergata
income,30.90,401-500,University of Rovira i Virgili
income,29.50,401-500,Saint Petersburg State University
income,36.20,401-500,University of Salento
income,28.60,401-500,University of San Francisco
income,62.90,401-500,University of Saskatchewan
income,87.80,401-500,Sharif University of Technology
income,33.20,401-500,University of Siena
income,37.70,401-500,Southern Cross University
income,28.00,401-500,State University of New York Albany
income,44.10,401-500,University of Strathclyde
income,40.00,401-500,University of Tampere
income,67.50,401-500,Tampere University of Technology
income,59.50,401-500,Tokyo Medical and Dental University (TMDU)
income,30.90,401-500,Tokyo Metropolitan University
income,42.90,401-500,University of Tsukuba
income,64.70,401-500,University of Ulsan
income,29.20,401-500,Ulster University
income,29.20,401-500,Université du Québec à Montréal
income,31.10,401-500,Universiti Teknologi Malaysia
income,31.20,401-500,University of Urbino Carlo Bo
income,31.30,401-500,University of Valencia
income,30.70,401-500,University of Waikato
income,30.70,401-500,Western Sydney University
income,97.80,401-500,Wuhan University
income,55.70,501-600,Amirkabir University of Technology
income,28.00,501-600,"University of the Andes, Colombia"
income,36.90,501-600,University of Arkansas
income,37.20,501-600,Auburn University
income,28.60,501-600,Babeş-Bolyai University
income,30.30,501-600,University of the Basque Country
income,68.10,501-600,Bauman Moscow State Technical University
income,28.70,501-600,Ben-Gurion University of the Negev
income,35.50,501-600,Boğaziçi University
